,id,subj,verb,obj1,adj1,preps1,obj2,adj2,preps2,obj1 phrasal weight,obj2 phrasal weight,distilgpt2 sentence score,full obj1,full obj2,obj1 syll,obj2 syll,distilgpt2 obj1 tokens,distilgpt2 obj2 tokens,obj1 len,obj2 len,gpt2 sentence score,gpt2 obj1 tokens,gpt2 obj2 tokens,gpt2_med sentence score,gpt2_med obj1 tokens,gpt2_med obj2 tokens,gpt2_large sentence score,gpt2_large obj1 tokens,gpt2_large obj2 tokens,gpt2_xl sentence score,gpt2_xl obj1 tokens,gpt2_xl obj2 tokens,llama_3 sentence score,llama_3 obj1 tokens,llama_3 obj2 tokens,llama_3_chat sentence score,llama_3_chat obj1 tokens,llama_3_chat obj2 tokens,babyopt sentence score,babyopt obj1 tokens,babyopt obj2 tokens,babyllama sentence score,babyllama obj1 tokens,babyllama obj2 tokens,mistral_0.3 sentence score,mistral_0.3 obj1 tokens,mistral_0.3 obj2 tokens,mistral_0.3_chat sentence score,mistral_0.3_chat obj1 tokens,mistral_0.3_chat obj2 tokens,olmo sentence score,olmo obj1 tokens,olmo obj2 tokens,olmo_chat sentence score,olmo_chat obj1 tokens,olmo_chat obj2 tokens,syll_ratio,wordlength_ratio,mods_ratio,sentence_shifted,sentence_nonshifted,gpt2_score,gpt2_med_score,gpt2_large_score,gpt2_xl_score,llama_3_score,llama_3_chat_score,babyopt_score,babyllama_score,mistral_0.3_score,mistral_0.3_chat_score,olmo_score,olmo_chat_score,var,responses
56,56,Janet,drove,to the concert,['folk'],['on fourth street'],in her car,['electric'],[],3,2,-5.6265964508,to folk the concert on fourth street,in her electric car ,8,6,7,5,7,4,-5.0157980238,7,5,-4.9493454524,7,5,-5.0534242562,7,5,-5.0703622954,7,5,-4.698632431,7,5,-4.7663850149,7,5,-7.5333827972,7,5,-4.9838789531,7,5,-4.4708898226,7,5,-4.6033054352,7,5,-4.5482848031,7,5,-4.969292266,7,5,1.3333333333,1.75,1.5,Janet drove in her electric car to the folk concert on fourth street.,Janet drove to the folk concert on fourth street in her electric car.,-0.24419621060000002,-0.11193411700000001,-0.0305838585,0.2008999756,0.0547059377,0.025230662100000002,0.2378568331,-0.0141989504,-0.060310427400000005,0.0075756709,0.07818678450000001,0.2534121104,mpp,"[7.0, 3.0, 4.0, 2.0]"
57,57,Janet,argued,with her team,['assigned'],['in the finance branch'],about a raise,['large'],"['for the budget', 'for her project']",3,4,-5.418884459,with assigned her team in the finance branch,about a large raise for the budget for her project,11,13,8,10,8,10,-5.213403611,8,10,-4.9659036909,8,10,-5.3055182412,8,10,-5.2832157271,8,10,-4.7334734093,8,10,-4.934496251,8,10,-6.8146768917000005,8,10,-4.9314857179,9,10,-4.7298654209,8,10,-4.7892048359,8,10,-4.4804496538,8,10,-4.9144746008,8,10,0.8461538462,0.8,0.75,Janet argued about a large raise for the budget for her project with her assigned team in the finance branch.,Janet argued with her assigned team in the finance branch about a large raise for the budget for her project.,0.1442594983,0.25136166530000004,0.2429069111,0.3432510467,0.0351657651,0.21131322600000002,-0.5724733092000001,-0.3031726534,0.09278117520000001,0.2249978239,-0.0111836252,0.0795306932,mpp,"[7.0, 6.0, 6.0, 1.0, 2.0, 1.0, 4.0, 2.0, 5.0, 2.0, 1.0, 5.0]"
58,58,Janet,talked,with her boss,"['rude', 'unprofessional']",[],about the project,['failing'],"['in the data', 'for the analysis', 'for the paper']",3,5,-5.4028290835,with rude unprofessional her boss ,about the failing project in the data for the analysis for the paper,9,21,7,13,5,13,-5.4476431066,7,13,-5.3964335702,7,13,-5.2482613217,7,13,-5.3028554483,7,13,-5.1493177829,7,13,-5.3427624288,7,13,-7.2406355194,7,13,-4.6432844492,10,14,-4.5690160942,9,13,-4.6296266937,9,13,-4.770916722,7,13,-4.9715146368,7,13,0.4285714286,0.3846153846,0.6000000000000001,Janet talked about the failing project in the data for the analysis for the paper with her rude unprofessional boss.,Janet talked with her rude unprofessional boss about the failing project in the data for the analysis for the paper.,0.2494909113,0.2580075698,0.0552476753,0.1608193138,0.1818550981,0.29037544,-0.2667307854,0.0437747515,-0.0445889282,-0.0021518898,0.1019013144,-0.0329093066,mpp,"[4.0, 5.0, 4.0, 2.0]"
59,59,Janet,talked,with her team,[],['in the finance branch'],about the project,"['disorganized', 'catastrophic', 'failing']","['in the data', 'for the analysis', 'for the paper']",2,7,-5.4402367518,with her team in the finance branch,about the disorganized catastrophic failing project in the data for the analysis for the paper,8,30,8,16,7,15,-5.3364501366,8,16,-5.242264821,8,16,-5.1817961473,8,16,-5.2730719493,8,16,-5.0911867883,8,16,-5.0953235626,8,16,-7.0245694938,8,16,-4.2750730081,9,22,-4.3892822112,8,20,-4.4231280665,8,20,-5.1160628612,8,16,-5.3851116621,8,16,0.2666666667,0.4666666667,0.2857142857,Janet talked about the disorganized catastrophic failing project in the data for the analysis for the paper with her team in the finance branch.,Janet talked with her team in the finance branch about the disorganized catastrophic failing project in the data for the analysis for the paper.,-0.19325388400000001,-0.19281460690000002,-0.0888488843,0.0954992955,0.048918883,-0.1654424138,-0.4989477793,-0.28834652180000003,0.0309176907,-0.0885181735,0.1855196402,0.2599394505,mpp,"[2.0, 2.0, 2.0, 2.0]"
60,60,Janet,drove,to class,['economics'],"['of the finance building', 'in the downtown campus']",with a van,['rented'],"['with space', 'for her supplies']",4,4,-5.5352680372,to economics class of the finance building in the downtown campus,with a rented van with space for her supplies,18,11,11,9,11,9,-5.0149693696,11,9,-5.1315926262,11,9,-5.1644432026,11,9,-4.7675359353,11,9,-5.004141887,11,9,-5.141974926,11,9,-7.7217270136,11,9,-5.0661025231,13,10,-4.6713035583,11,10,-4.7734662819,11,10,-4.7417014578,11,9,-5.2194428444,11,9,1.6363636364,1.2222222222,1.0,Janet drove with a rented van with space for her supplies to economics class of the finance building in the downtown campus.,Janet drove to economics class of the finance building in the downtown campus with a rented van with space for her supplies.,0.1260143777,0.288249472,0.4186483466,0.21788777480000002,0.1461804509,0.1250884136,-0.1070650021,0.2409911523,-0.011038627700000001,-0.0075867462,0.1020628058,0.14657356430000001,mpp,"[4.0, 6.0, 7.0]"
61,61,Janet,talked,to Michael,['tall'],"['with red hair', 'from HR', 'in the company']",about Sheila,['mean'],['on the second floor'],5,3,-6.3677349999,to tall Michael with red hair from HR in the company,about mean Sheila on the second floor,14,10,11,7,11,7,-5.9586859204,11,7,-5.933677855,11,7,-5.9011287916,11,7,-5.5648596627,11,7,-5.5288381577,11,7,-5.6276140213,11,7,-8.0090875192,11,7,-5.4982914925,12,8,-5.2148169227,11,8,-5.1793341015,11,8,-5.1130095395,11,8,-5.2376227379,11,8,1.4,1.5714285714,1.6666666667,Janet talked about mean Sheila on the second floor to tall Michael with red hair from HR in the company.,Janet talked to tall Michael with red hair from HR in the company about mean Sheila on the second floor.,-0.4155656723,-0.2276008243,-0.042099544,0.0626770428,0.2180186185,0.2294686924,-0.2585440983,-0.12558060100000001,0.241930464,0.2522799451,0.2258331559,0.3124661663,mpp,"[5.0, 6.0, 6.0, 4.0]"
62,62,Janet,went,to the beach,"['sandy', 'surfing']",['on the coast'],with a van,"['large', 'rented']","['with space', 'for her supplies']",4,5,-5.4877164932,to sandy surfing the beach on the coast,with a large rented van with space for her supplies,10,12,8,10,8,10,-5.0088344756,8,10,-5.0175036476,8,10,-4.5802047593,8,10,-4.584582624,8,10,-4.5114929026,8,10,-4.7375090556,8,10,-7.3534005338,8,10,-4.4943648577,10,11,-4.1685913849,10,11,-4.2028302383,10,11,-4.3370379266,8,10,-4.5005607151,8,10,0.8333333333,0.8,0.8,Janet went with a large rented van with space for her supplies to the sandy surfing beach on the coast.,Janet went to the sandy surfing beach on the coast with a large rented van with space for her supplies.,0.10368183680000001,0.26849065510000003,-0.027390661700000003,0.11964221230000001,0.2240505652,0.21734716680000002,0.3822666081,0.1552252968,0.2655124092,0.2815580749,0.191471781,0.165455909,mpp,"[3.0, 4.0, 1.0, 5.0, 1.0]"
63,63,Janet,drove,to the beach,"['warm', 'surfing']",['on the coast'],with a van,"['large', 'rented']",['with space'],4,4,-5.2614561717,to warm surfing the beach on the coast,with a large rented van with space,9,8,8,7,8,7,-5.3325074514,8,7,-5.5742344326,8,7,-5.6319392787,8,7,-5.6062401401,8,7,-5.1726908935,8,7,-5.3369868931,8,7,-8.1208862505,8,7,-4.7971448898,9,8,-4.7024985041,9,8,-4.9968963805,9,8,-4.8937626415,8,7,-5.0389563508,8,7,1.125,1.1428571429,1.0,Janet drove with a large rented van with space to the warm surfing beach on the coast.,Janet drove to the warm surfing beach on the coast with a large rented van with space.,0.0477235582,0.1067163679,0.3443855709,0.35795942950000004,0.3728434914,0.1933156566,0.3312079781,0.014012646600000001,0.2267978759,0.4288057146,0.377081977,0.3994909393,mpp,"[6.0, 1.0, 5.0, 2.0, 1.0]"
64,64,Janet,negotiatied,during the conference,"['annual', 'charity']",['in economics'],about a raise,[],['for the budget'],4,2,-5.9329713186,during annual charity the conference in economics,about a  raise for the budget,17,8,7,7,7,6,-5.8423459795,7,7,-5.7990826501,7,7,-5.9348194864,7,7,-5.7296678755,7,7,-5.7368245878,7,7,-5.7134343699,7,7,-7.4361796128,7,7,-5.3848626137,9,7,-5.4489524841,7,7,-5.4117845774,7,7,-5.5479768382,7,7,-5.8222204579,7,7,2.125,1.1666666667,2.0,Janet negotiatied about a raise for the budget during the annual charity conference in economics.,Janet negotiatied during the annual charity conference in economics about a raise for the budget.,-0.2129948934,-0.015042199000000001,0.0021833314,-0.15465256900000002,-0.2724219623,-0.1707578961,-0.3866020002,-0.1754105329,0.1009337663,0.1463321209,0.1094452275,0.19986176490000002,mpp,"[7.0, 6.0, 2.0, 1.0, 7.0]"
65,65,Janet,chatted,with her team,['economics'],"['for stock predictions', 'in the company']",about a raise,"['large', 'generous', 'annual']",[],4,4,-6.2521112442,with economics her team for stock predictions in the company,about a large generous annual raise ,17,11,10,7,10,6,-5.9391647339,10,7,-5.6956705093,10,7,-5.9597403526,10,7,-5.8231648684,10,7,-6.0656735102,10,7,-6.3560033526,10,7,-8.0306565421,10,7,-5.4775152206,12,7,-5.8508034434,10,7,-5.9839731398,10,7,-5.4475318909,10,7,-5.9256274939,10,7,1.5454545455,1.6666666667,1.0,Janet chatted about a large generous annual raise with her economics team for stock predictions in the company.,Janet chatted with her economics team for stock predictions in the company about a large generous annual raise.,0.061303711000000004,-0.042332840000000004,-0.042248988200000004,-0.0217447042,0.0613338379,0.0543110939,0.0412219365,-0.0520115549,0.0457421031,0.021784964100000002,-0.2270003318,0.1172554017,mpp,"[2.0, 4.0, 4.0, 6.0, 7.0]"
66,66,Janet,discussed,during the meeting,[],"['for speaking with HR', 'for organized projects']",about a raise,"['large', 'generous']",[],3,3,-6.5807465447,during the meeting for speaking with HR for organized projects,about a large generous raise ,16,8,11,6,10,5,-6.6279176076,11,6,-6.3372319539,11,6,-6.5332614051,11,6,-6.3681457837,11,6,-6.593161332,11,6,-6.6654655557,11,6,-8.7246347979,11,6,-6.3027424059,13,6,-6.536209257,11,6,-6.6046580013,11,6,-6.1502686077,11,6,-6.4233262539,11,6,2.0,2.0,1.0,Janet discussed about a large generous raise during the meeting for speaking with HR for organized projects.,Janet discussed during the meeting for speaking with HR for organized projects about a large generous raise.,-0.026693344100000002,-0.2072429657,0.0431018935,0.056162754700000005,-0.10527015990000001,-0.1825421233,-0.3724020657,-0.046090753500000005,-0.18012950300000002,-0.1480700845,0.0029566023,0.1301266617,mpp,"[7.0, 6.0, 3.0, 4.0]"
67,67,Janet,argued,with her team,"['assigned', 'economics']","['for stock predictions', 'in the company']",about the project,['failing'],['for the paper'],5,3,-6.5031391325,with assigned economics her team for stock predictions in the company,about the failing project for the paper,20,11,11,7,11,7,-6.0612542289,11,7,-5.7535725548,11,7,-5.8830964225,11,7,-6.0625032697,11,7,-5.5352703441,11,7,-5.8386454149,11,7,-7.6621999524,11,7,-5.3154547016,13,8,-5.5629800233,11,7,-5.5439963341,11,7,-5.7661994525,11,7,-6.2460049448,11,7,1.8181818182,1.5714285714,1.6666666667,Janet argued about the failing project for the paper with her assigned economics team for stock predictions in the company.,Janet argued with her assigned economics team for stock predictions in the company about the failing project for the paper.,-0.2379760742,-0.286323729,-0.4194908142,-0.1817504338,-0.19905187870000002,0.0184085586,-0.4010149999,-0.13483202460000002,-0.1169122132,-0.0861459428,-0.061358542700000004,-0.1229253042,mpp,"[6.0, 6.0, 2.0, 1.0, 6.0]"
68,68,Janet,chatted,with Emily,[],[],inside the restaurant,"['popular', 'seafood']",['on main street'],1,4,-5.8699321747,with Emily ,inside the popular seafood restaurant on main street,4,14,4,8,2,8,-5.3925080981,4,8,-5.2823666164,4,8,-5.2197050367,4,8,-5.2388950757,4,8,-5.7923820813,4,8,-5.5792055448,4,8,-8.2065338771,4,8,-4.9344190359,4,11,-4.8053519428,4,9,-4.8866710961,4,9,-5.0902592795,5,8,-5.3124672004,5,8,0.2857142857,0.25,0.25,Janet chatted inside the popular seafood restaurant on main street with Emily.,Janet chatted with Emily inside the popular seafood restaurant on main street.,0.3950116294,0.3407729013,0.5015694754,0.2865634646,0.3822576522,0.7209244410000001,0.0222437859,0.2729703784,0.18306544430000002,0.17264911530000002,0.4601975849,0.4967400006,mpp,"[1.0, 2.0, 2.0, 2.0, 4.0, 4.0]"
69,69,Janet,talked,during the meeting,['complaints'],"['for speaking with HR', 'for organized projects']",about the project,[],"['in the data', 'for the analysis', 'for the paper']",4,4,-5.4674142691,during complaints the meeting for speaking with HR for organized projects,about the  project in the data for the analysis for the paper,18,19,11,13,11,12,-5.4324893951,11,13,-5.3968906403,11,13,-5.4449187242,11,13,-5.4890582745,11,13,-5.5103051751,11,13,-5.4068889088,11,13,-7.8675904097,11,13,-5.0801979303,14,13,-5.4088057235,11,13,-5.4594060403,11,13,-5.2148338465,11,13,-5.4245908444,11,13,0.9473684211000001,0.9166666667000001,1.0,Janet talked about the project in the data for the analysis for the paper during the complaints meeting for speaking with HR for organized projects.,Janet talked during the complaints meeting for speaking with HR for organized projects about the project in the data for the analysis for the paper.,-0.1480372503,-0.36815760680000004,-0.1957391776,-0.1336744015,-0.11604372660000001,-0.3586911625,-0.4160574984,-0.1320476021,-0.2494974137,-0.2371291408,-0.1844810155,-0.4011966999,mpp,"[6.0, 7.0, 2.0, 7.0, 4.0]"
70,70,Janet,talked,during the conference,"['academia', 'charity']",['in economics'],about the project,"['disorganized', 'catastrophic']","['for the analysis', 'for the paper']",4,5,-6.141531164,during academia charity the conference in economics,about the disorganized catastrophic project for the analysis for the paper,18,24,7,12,7,11,-6.0070235512,7,12,-5.9899872867,7,12,-6.0295255618,7,12,-6.0516848347,7,12,-5.9954151693,7,12,-6.0779174722,7,12,-7.3889645494,7,12,-4.3304655393,11,17,-4.8852136816,8,16,-4.954818368,8,16,-5.703899114,8,12,-6.2149103828,8,12,0.75,0.6363636364,0.8,Janet talked about the disorganized catastrophic project for the analysis for the paper during the academia charity conference in economics.,Janet talked during the academia charity conference in economics about the disorganized catastrophic project for the analysis for the paper.,-0.2127565905,-0.3532137437,-0.3543415286,-0.3208226941,-0.2742974239,-0.2222390589,-0.43108971220000003,-0.15846101440000002,-0.2724199806,-0.2775788477,-0.0492307207,0.0841544607,mpp,"[4.0, 1.0, 5.0, 2.0, 5.0]"
71,71,Janet,drove,to the beach,"['warm', 'surfing']","[""by her mother's home""]",in her car,['electric'],"['with her favorite songs', 'for her trip']",4,4,-5.0456600189,to warm surfing the beach by her mother's home,in her electric car with her favorite songs for her trip,11,15,10,11,9,11,-4.7747190793,10,11,-4.7236535549,10,11,-4.5580830177000005,10,11,-4.6287013888,10,11,-4.3016119003,10,11,-4.5175165558,10,11,-6.218860321,10,11,-4.4921417809,11,11,-3.9638833646,12,11,-4.0526607478,12,11,-4.1434860627,10,11,-4.4304016232,10,11,0.7333333333000001,0.8181818182,1.0,Janet drove in her electric car with her favorite songs for her trip to the warm surfing beach by her mother's home.,Janet drove to the warm surfing beach by her mother's home in her electric car with her favorite songs for her trip.,-0.24234962470000002,-0.1558945974,-0.061218818,-0.0206261874,-0.0008938599000000001,-0.09038311,-0.8310868836,-0.1366210746,-0.1977087304,-0.1655635657,0.0265442928,-0.1324850123,mpp,"[5.0, 7.0, 6.0, 1.0]"
72,72,Janet,drove,to class,"['advanced', 'economics']",['on the second floor'],with a van,['large'],['for her supplies'],4,3,-5.841586007,to advanced economics class on the second floor,with a large van for her supplies,13,8,8,7,8,7,-5.4407075246,8,7,-5.0618137783,8,7,-4.9767555661000005,8,7,-5.1871195369,8,7,-5.1886267913,8,7,-5.2723095041,8,7,-7.638129937,8,7,-5.1041270557,9,7,-4.8961875815,8,7,-5.0699228237,8,7,-4.7685138914,8,7,-5.0523042414,8,7,1.625,1.1428571429,1.3333333333,Janet drove with a large van for her supplies to advanced economics class on the second floor.,Janet drove to advanced economics class on the second floor with a large van for her supplies.,0.4784492916,0.0448313819,-0.0747393237,0.4251493878,0.26849121800000003,-0.0114647463,0.25414507010000004,0.2004655035,-0.0467163387,-0.0125122572,0.21823141310000002,0.1453866429,mpp,"[7.0, 3.0, 5.0, 1.0]"
73,73,Janet,drove,to the beach,['surfing'],"['on the coast', ""by her mother's home""]",in a truck,"['big', 'heavy', 'loaded']",[],4,4,-5.1877376011,to surfing the beach on the coast by her mother's home,in a big heavy loaded truck ,13,8,12,7,11,6,-4.7296238854,12,7,-4.5183325268,12,7,-4.5169642312,12,7,-4.7668709982,12,7,-4.3048446395,12,7,-4.478440935,12,7,-6.8994271755,12,7,-4.4568594369,13,7,-4.0175810655,14,7,-4.1027433077,14,7,-4.0333700634,12,7,-4.1976324944,12,7,1.625,1.8333333333,1.0,Janet drove in a big heavy loaded truck to the surfing beach on the coast by her mother's home.,Janet drove to the surfing beach on the coast by her mother's home in a big heavy loaded truck.,0.1015468779,-0.0620947338,0.0739086469,0.21754135400000002,0.022834170900000002,0.050195780700000005,0.1001907045,-0.0662244233,-0.0293941498,-0.0017389854,-0.021538598200000002,-0.12616634370000002,mpp,"[1.0, 5.0, 4.0, 2.0, 2.0]"
74,74,Janet,talked,with her team,"['new', 'assigned', 'economics']",['for stock predictions'],about the project,['failing'],"['for the analysis', 'for the paper']",5,4,-6.1794215116,with new assigned economics her team for stock predictions,about the failing project for the analysis for the paper,16,17,9,10,9,10,-6.1169678081,9,10,-5.8287604939,9,10,-6.0531494834,9,10,-6.0610872832,9,10,-5.7248999969,9,10,-6.0036912794,9,10,-7.6792856092,9,10,-5.2598041916,11,11,-5.6982981848,9,10,-5.7423040349,9,10,-5.7719092803,9,10,-6.0918325728,9,10,0.9411764706,0.9,1.25,Janet talked about the failing project for the analysis for the paper with her new assigned economics team for stock predictions.,Janet talked with her new assigned economics team for stock predictions about the failing project for the analysis for the paper.,-0.2166116888,-0.30463634840000003,0.0018651919,0.0631508394,-0.18235256360000002,-0.0324164059,-0.6958155217,-0.18408748630000002,-0.1441472509,-0.1770562089,-0.0363501202,0.0373301723,mpp,"[1.0, 2.0, 6.0, 3.0, 5.0]"
75,75,Janet,drove,on vacation,['her'],"['to the mountains', 'in Canada']",in her car,"['green', 'electric']",['with her favorite songs'],4,4,-4.9205591202,on her vacation to the mountains in Canada,in her green electric car with her favorite songs,13,13,8,9,8,9,-4.6788499832,8,9,-4.5589338303,8,9,-4.783544755,8,9,-4.7498927355000005,8,9,-4.3760752905,8,9,-4.6515911193,8,9,-6.5382408642,8,9,-4.7311798096,8,9,-4.2328291166,8,9,-4.305929184,8,9,-4.1415706158,8,9,-4.2651014566,8,9,1.0,0.8888888889000001,1.0,Janet drove in her green electric car with her favorite songs on her vacation to the mountains in Canada.,Janet drove on her vacation to the mountains in Canada in her green electric car with her favorite songs.,-0.0839790344,-0.1994977951,-0.0357913256,0.2178706169,-0.013062976700000001,-0.17663328990000002,0.36186613360000003,-0.0211709022,-0.06009556,-0.0192632675,-0.1392362356,-0.2797278166,mpp,"[6.0, 6.0, 4.0, 7.0, 2.0]"
76,76,Janet,chatted,during the conference,"['annual', 'academia']",['in Nepal'],about the project,['failing'],"['in the data', 'for the analysis']",4,4,-5.3776888166,during annual academia the conference in Nepal,about the failing project in the data for the analysis,16,17,7,10,7,10,-5.3370444888,7,10,-5.4882865179,7,10,-5.4090217863,7,10,-5.6213624591,7,10,-5.6336367564,7,10,-5.6705011021,7,10,-7.6076525775,7,10,-4.7652217944,10,11,-4.8738070329,9,10,-4.9715365966,9,10,-4.9352133708,8,10,-5.0578681122,8,10,0.9411764706,0.7000000000000001,1.0,Janet chatted about the failing project in the data for the analysis during the annual academia conference in Nepal.,Janet chatted during the annual academia conference in Nepal about the failing project in the data for the analysis.,-0.17715472270000002,-0.0283711751,0.1267892974,0.023284707800000002,0.0016122732,0.0174192732,0.19059528010000001,-0.0696316958,-0.11503462,-0.1096373399,-0.28269592190000004,-0.39476119390000003,mpp,"[4.0, 4.0, 4.0, 6.0]"
77,77,Janet,negotiatied,during the meeting,"['dedicated', 'internal', 'complaints']","['about company funding', 'for organized projects']",about the project,"['disorganized', 'catastrophic']","['in the data', 'for the analysis']",6,5,-6.5164484484,during dedicated internal complaints the meeting about company funding for organized projects,about the disorganized catastrophic project in the data for the analysis,26,24,12,12,12,11,-6.5619934345,12,12,-6.4563522339,12,12,-6.5277255486,12,12,-6.4424693667,12,12,-6.1415397008,12,12,-6.2827173074000005,12,12,-8.1348788102,12,12,-5.4935550822,14,17,-5.2510612624,12,16,-5.2567217691,12,16,-6.102061321,12,12,-6.3282901336,12,12,1.0833333333,1.0909090909,1.2,Janet negotiatied about the disorganized catastrophic project in the data for the analysis during the dedicated internal complaints meeting about company funding for organized projects.,Janet negotiatied during the dedicated internal complaints meeting about company funding for organized projects about the disorganized catastrophic project in the data for the analysis.,-0.2655898785,-0.1855305639,0.0517924243,0.1449848044,-0.2408266862,-0.3129080455,0.0670467217,0.0265201992,-0.29345723560000003,-0.270906244,-0.1376849701,-0.344081517,mpp,"[4.0, 4.0, 4.0, 3.0]"
78,78,Janet,chatted,with her professor,['science'],[],at the cafe,"['new', 'local', 'artisan']",['with a patio'],2,5,-5.7561147353,with science her professor ,at the new local artisan cafe with a patio,7,14,5,9,4,9,-5.6331791597,5,9,-5.9377852047,5,9,-5.8799082812,5,9,-5.9963984770000005,5,9,-5.7521859275,5,9,-6.0342550278,5,9,-8.2669576274,5,9,-4.7272434008,5,13,-4.5424749511,5,12,-4.6407262257,5,12,-4.8515935474,5,10,-5.2378426923,5,10,0.5,0.4444444444,0.4,Janet chatted at the new local artisan cafe with a patio with her science professor.,Janet chatted with her science professor at the new local artisan cafe with a patio.,-0.0424681271,0.23375971180000002,0.7446590592,0.6211644902,0.4545107418,0.5515371959,0.3422297637,0.1427578472,0.43653722040000004,0.34226944330000003,0.3396133317,0.3646394412,mpp,"[2.0, 1.0, 2.0, 2.0, 2.0]"
79,79,Janet,went,to class,"['advanced', 'economics']",['in the downtown campus'],in a truck,"['big', 'heavy', 'loaded']",['from the military'],4,5,-5.7697311401,to advanced economics class in the downtown campus,in a big heavy loaded truck from the military,14,14,8,9,8,9,-5.5241479874,8,9,-5.3620027542,8,9,-5.2310618639,8,9,-5.3398895025,8,9,-5.1180346126,8,9,-5.1116722652,8,9,-7.7584215346,8,9,-5.2611376672,9,9,-5.071006616,8,9,-5.2458774703,8,9,-5.0628597021,8,9,-5.570474577,8,9,1.0,0.8888888889000001,0.8,Janet went in a big heavy loaded truck from the military to advanced economics class in the downtown campus.,Janet went to advanced economics class in the downtown campus in a big heavy loaded truck from the military.,0.2543296814,0.1504968643,-0.12667644020000002,0.2105018377,0.0060928436,-0.162452062,-0.29723219640000004,-0.0901022638,0.2603978203,0.22217078440000002,0.2924961567,0.12006244660000001,mpp,"[3.0, 6.0, 1.0, 2.0, 1.0]"
80,80,Janet,talked,with Emily,['her good friend'],['and her friends'],at the cafe,"['new', 'local', 'artisan']",['with a patio'],3,5,-5.2692930222,with her good friend Emily and her friends,at the new local artisan cafe with a patio,10,14,8,9,8,9,-5.1701023102,8,9,-5.4713846207,8,9,-5.4292523623,8,9,-5.2790542364,8,9,-4.8918752216,8,9,-4.7927327383,8,9,-7.5420305161,8,9,-4.4787944953,8,13,-4.0955810348,8,12,-4.2023355365,8,12,-4.420878592,8,10,-4.8068905785,8,10,0.7142857143,0.8888888889000001,0.6000000000000001,Janet talked at the new local artisan cafe with a patio with her good friend Emily and her friends.,Janet talked with her good friend Emily and her friends at the new local artisan cafe with a patio.,0.4241857529,0.7660608292000001,0.9776793719,0.8055518865,0.3827380226,0.4312247776,0.1287793432,0.13443205760000002,0.3620333075,0.4034117659,0.5014813287000001,0.8132673672,mpp,"[7.0, 3.0, 2.0, 2.0, 2.0, 1.0, 2.0, 1.0, 2.0, 3.0, 1.0, 2.0]"
81,81,Janet,argued,during the meeting,"['dedicated', 'internal', 'complaints']",[],about the project,['failing'],['in the data'],4,3,-6.6410007477,during dedicated internal complaints the meeting ,about the failing project in the data,14,11,7,7,6,7,-6.6284623146,7,7,-6.413957119,7,7,-6.2439883351,7,7,-6.4247606397,7,7,-6.1254137264,7,7,-6.3723351535,7,7,-8.0435870114,7,7,-5.5941299862000005,9,8,-6.1897327479,7,7,-6.2811217869,7,7,-6.011962235,7,7,-6.4564611614,7,7,1.2727272727,0.8571428571,1.3333333333,Janet argued about the failing project in the data during the dedicated internal complaints meeting.,Janet argued during the dedicated internal complaints meeting about the failing project in the data.,0.0872209072,0.0997757912,-0.1590833664,-0.16301855440000002,-0.2626697035,-0.3199293473,-0.2157639336,-0.17107730440000002,-0.0055036825,0.0989690107,-0.0845738947,0.1433255673,mpp,"[4.0, 6.0, 5.0, 2.0, 1.0]"
82,82,Janet,negotiatied,during the meeting,"['dedicated', 'complaints']","['for speaking with HR', 'about company funding', 'for organized projects']",about the project,['disorganized'],['in the data'],6,3,-6.5057191849,during dedicated complaints the meeting for speaking with HR about company funding for organized projects,about the disorganized project in the data,28,14,15,8,15,7,-6.560921124,15,8,-6.3687600408,15,8,-6.4508599383,15,8,-6.2994560514,15,8,-6.1446391139,15,8,-6.1075623446,15,8,-8.7205012585,15,8,-5.9375348687,18,9,-5.6242377527,15,9,-5.7331503591,15,9,-5.9564298562,15,8,-6.1275226559,15,8,2.0,2.1428571429,2.0,Janet negotiatied about the disorganized project in the data during the dedicated complaints meeting for speaking with HR about company funding for organized projects.,Janet negotiatied during the dedicated complaints meeting for speaking with HR about company funding for organized projects about the disorganized project in the data.,-0.1607798168,-0.0688362803,0.0943700245,0.1531023979,-0.0468496289,-0.1798476022,-0.0934193709,-0.0409089178,-0.1491462339,-0.0300232057,-0.2266151734,-0.44801442960000004,mpp,"[2.0, 7.0, 6.0, 6.0]"
83,83,Janet,drove,to the event,[],['of the metropolis'],with a van,"['large', 'rented']","['with space', 'for her supplies']",2,5,-5.2018669128,to the event of the metropolis,with a large rented van with space for her supplies,10,12,8,10,6,10,-4.9829322815,8,10,-5.1284626007,8,10,-4.9512161493,8,10,-4.714912653,8,10,-4.681632814,8,10,-4.8564489455,8,10,-6.9701513563,8,10,-4.5076808496,9,11,-4.2276002635,9,11,-4.3804871725,9,11,-4.4034235477,8,10,-4.5224714041,8,10,0.8333333333,0.6000000000000001,0.4,Janet drove with a large rented van with space for her supplies to the event of the metropolis.,Janet drove to the event of the metropolis with a large rented van with space for her supplies.,0.34428672790000003,0.3929977417,0.29736428260000003,0.2223656893,0.1069527581,0.3713595072,0.7795519829,0.1938038956,0.0374349096,0.14833251290000002,0.1133624553,0.006444168100000001,mpp,"[3.0, 5.0, 5.0, 5.0, 5.0]"
