,id,subj,verb,np,adjectives,prepositions,obj phrasal weight,final con,distilgpt2 sentence score,np syll,final con syll,distilgpt2_token,np len,final con len,distilgpt2 final con tokens,gpt2 sentence score,gpt2_token,gpt2 final con tokens,gpt2_med sentence score,gpt2_med_token,gpt2_med final con tokens,gpt2_large sentence score,gpt2_large_token,gpt2_large final con tokens,gpt2_xl sentence score,gpt2_xl_token,gpt2_xl final con tokens,llama_3 sentence score,llama_3_token,llama_3 final con tokens,llama_3_chat sentence score,llama_3_chat_token,llama_3_chat final con tokens,babyopt sentence score,babyopt_token,babyopt final con tokens,babyllama sentence score,babyllama_token,babyllama final con tokens,mistral_0.3 sentence score,mistral_0.3_token,mistral_0.3 final con tokens,mistral_0.3_chat sentence score,mistral_0.3_chat_token,mistral_0.3_chat final con tokens,olmo sentence score,olmo_token,olmo final con tokens,olmo_chat sentence score,olmo_chat_token,olmo_chat final con tokens,final con phrasal weight,syll_ratio,wordlength_ratio,mods_ratio,sentence_shifted,sentence_nonshifted,gpt2_score,gpt2_med_score,gpt2_large_score,gpt2_xl_score,llama_3_score,llama_3_chat_score,babyopt_score,babyllama_score,mistral_0.3_score,mistral_0.3_chat_score,olmo_score,olmo_chat_score,var,responses
34,34,Melissa,prepared,a blue vanilla sponge cake with her name,"['blue', 'vanilla', 'sponge']",['with her name'],5,for the party,-6.0614936011,10,4,7,8,3,3,-5.668210847,7,3,-5.2488861084,7,3,-4.9980917999,7,3,-4.9444938047,7,3,-4.8973824819,7,3,-5.1693803787,7,3,-7.6424894651,7,3,-5.1131907145,8,3,-4.1442143387,11,3,-4.2574127515,11,3,-4.5276579176,7,3,-5.9483603069,7,3,1,2.5,2.6666666667,5,Melissa prepared for the party a blue vanilla sponge cake with her name.,Melissa prepared a blue vanilla sponge cake with her name for the party.,0.6101799011,0.39126505170000003,0.44915468350000004,0.4788107532,-0.08004868820000001,-0.1861592611,-0.4735263824,0.28959798810000004,0.1674221356,0.1499812338,-0.1174883842,0.2488569192,hnps,"[2.0, 5.0, 1.0, 1.0, 1.0]"
35,35,Melissa,taught,strenuous courses on astronomy from NASA,['strenuous'],"['on astronomy', 'from NASA']",4,at the college,-6.3456774492,12,4,8,6,3,3,-5.8630619049,8,3,-5.6340119655,8,3,-5.510204682,8,3,-5.5778603554,8,3,-5.7857632637,8,3,-5.8632682392,8,3,-7.3345267773,8,3,-4.3884780828,10,3,-5.2035662532,10,3,-5.4983539581,10,3,-5.4945612635,8,3,-6.1014088563,8,3,1,3.0,2.0,4,Melissa taught at the college strenuous courses on astronomy from NASA.,Melissa taught strenuous courses on astronomy from NASA at the college.,0.3188957801,0.4393305045,0.2198240574,0.0293930861,0.5044460978,0.49387434550000003,-0.3299211434,-0.0839907141,0.5313402414,0.4450525343,0.567639419,0.6994165693000001,hnps,"[2.0, 2.0, 1.0, 6.0, 6.0]"
37,37,Melissa,prepared,fresh vegan muffins,"['fresh', 'vegan']",[],3,over the weekend,-6.414525795,5,5,4,3,3,3,-6.1662893295,4,3,-5.1594882965,4,3,-5.0048658371,4,3,-5.0852581978,4,3,-5.4643009793,4,3,-6.1398187984,4,3,-8.6816427924,4,3,-5.683835268,6,3,-4.2955139967000004,6,3,-4.4518471498,6,3,-4.9933218002,4,3,-5.6073224545,4,3,1,1.0,1.0,3,Melissa prepared over the weekend fresh vegan muffins.,Melissa prepared fresh vegan muffins over the weekend.,0.9025138855,0.4153383255,0.7142933369000001,0.7706207276,0.6895586794,0.9347435344,-0.31631989920000003,0.5399942001,0.4011748754,0.4818054346,0.4585345268,0.30587873460000004,hnps,"[2.0, 1.0, 2.0, 4.0]"
38,38,Melissa,gave,a large check from the hosts,['large'],['from the hosts'],3,to the team,-5.7862706184,6,3,5,6,3,3,-5.072941939,5,3,-4.9231745402,5,3,-4.7030051152,5,3,-4.7290687561,5,3,-4.9036766933000004,5,3,-4.8957540806,5,3,-6.7077867435,5,3,-4.1690926552,7,3,-5.3623584967,6,3,-5.6211414337,6,3,-4.9542478323,5,3,-5.8476115465,5,3,1,2.0,2.0,3,Melissa gave to the team a large check from the hosts.,Melissa gave a large check from the hosts to the team.,0.10637410480000001,0.0928856532,0.0326738755,0.0880300999,0.19627343700000002,0.11408453730000001,-0.2221742043,0.055412054100000004,0.4663633199,0.5323406366,0.4009858767,0.5065185229,hnps,"[1.0, 6.0, 2.0, 1.0, 2.0]"
39,39,Melissa,made,a multilevel sponge cake with pink bows,"['multilevel', 'sponge']",['with pink bows'],4,in her kitchen,-5.6314678192,10,4,8,7,3,3,-4.9036342621,8,3,-4.7291356405,8,3,-4.7022480011,8,3,-4.7594788869,8,3,-4.7755071223,8,3,-5.1526169777,8,3,-8.4796836972,8,3,-5.624730438,9,3,-3.8457378588,12,3,-3.9322052755,12,3,-4.5074920019,8,3,-5.2800072988,8,3,1,2.5,2.3333333333,4,Melissa made in her kitchen a multilevel sponge cake with pink bows.,Melissa made a multilevel sponge cake with pink bows in her kitchen.,0.021099090600000002,0.0161758423,0.2314092636,-0.15741688410000002,0.18660974500000002,0.2331441641,0.1847330928,0.1305323243,0.1962987247,0.21313062470000002,0.3074082057,0.2541833242,hnps,"[6.0, 1.0, 2.0, 1.0, 6.0]"
40,40,Melissa,saw,the tall mysterious man with the axe from the forest,"['tall', 'mysterious']","['with the axe', 'from the forest']",5,at the park,-5.5090212822,14,3,9,10,3,3,-4.8914253712,9,3,-4.6748301983000005,9,3,-4.3916930258,9,3,-4.3891743124,9,3,-4.7353252523,10,3,-4.9856035008,10,3,-7.2300045631,9,3,-4.5002452065,10,3,-4.2778767745,11,3,-4.3138390647,11,3,-4.3197505474,10,3,-5.0325376391,10,3,1,4.6666666667,3.3333333333,5,Melissa saw at the park the tall mysterious man with the axe from the forest.,Melissa saw the tall mysterious man with the axe from the forest at the park.,-0.045388698500000005,0.244494915,0.1790690124,0.3238560558,0.3320564943,0.2082607045,0.3308720028,-0.08542554520000001,0.1847983996,0.2078737683,0.3123685717,0.5487294197,hnps,"[2.0, 2.0, 6.0, 7.0, 6.0]"
41,41,Melissa,met,the tall mysterious man,"['tall', 'mysterious']",[],3,at the park,-6.8653829575,7,3,4,4,3,3,-6.2179796219,4,3,-5.8193183899,4,3,-5.2818965912,4,3,-5.3688923836,4,3,-5.2149915695,5,3,-5.6673561443,5,3,-7.7814650102,4,3,-5.2729232095,5,3,-5.1217157624,5,3,-5.3898799636,5,3,-5.2397820473,5,3,-5.2984909534,5,3,1,2.3333333333,1.3333333333,3,Melissa met at the park the tall mysterious man.,Melissa met the tall mysterious man at the park.,0.8653972626,1.1845218659,1.0194162369,1.5353698254,0.6826324463,0.8031135039,0.7127042250000001,0.5983833834,0.8991423954000001,0.9433298544000001,1.2934611321,1.0573048591,hnps,"[1.0, 4.0, 1.0, 1.0]"
42,42,Melissa,baked,a multilevel blue vanilla cake with her name with pink bows,"['multilevel', 'blue', 'vanilla']","['with her name', 'with pink bows']",6,over the weekend,-5.8995126423,16,5,12,11,3,3,-5.5605422572,12,3,-5.4821883754,12,3,-5.314026155,12,3,-5.2187853863,12,3,-5.0003129005,12,3,-5.9647749901000005,12,3,-8.6079849482,12,3,-5.9578671455,13,3,-4.2916586917,15,3,-4.5457992968,15,3,-4.8882918609,12,3,-5.5341090403,12,3,1,3.2,3.6666666667,6,Melissa baked over the weekend a multilevel blue vanilla cake with her name with pink bows.,Melissa baked a multilevel blue vanilla cake with her name with pink bows over the weekend.,0.1786858408,-0.1572532654,-0.0774716829,-0.2558810837,-0.1960436821,0.2409546375,-0.0729162216,-0.0771059513,0.1984822853,0.2206320762,0.0885318957,0.0454592454,hnps,"[2.0, 3.0, 2.0, 1.0, 4.0]"
43,43,Melissa,baked,vegan muffins with white frosting with egg substitute,['vegan'],"['with white frosting', 'with egg substitute']",4,over the weekend,-5.6956319809,13,5,10,8,3,3,-5.2643651962,10,3,-4.7456170917,10,3,-4.6152324975,10,3,-4.5361959338,10,3,-5.3438620567,9,3,-6.0972580314,9,3,-9.1780938541,10,3,-5.2963785372,11,3,-3.8916749954,12,3,-4.0973022325,12,3,-4.6623892784,10,3,-5.1558282077,10,3,1,2.6,2.6666666667,4,Melissa baked over the weekend vegan muffins with white frosting with egg substitute.,Melissa baked vegan muffins with white frosting with egg substitute over the weekend.,0.4281115532,0.2400935293,0.0927438438,0.1487398147,0.4668321013,0.8046011925000001,-0.3614708676,0.2812769287,0.3646294049,0.4134824844,0.30622631310000004,0.1845890879,hnps,"[1.0, 2.0, 4.0, 1.0, 2.0]"
44,44,Melissa,made,a vanilla sponge cake with her name in green frosting,"['vanilla', 'sponge']","['with her name', 'in green frosting']",5,over the weekend,-5.0774901895,13,5,11,10,3,3,-4.7007924248,11,3,-4.3955312056,11,3,-4.1850481594,11,3,-4.154665947,11,3,-4.346243101,10,3,-4.5731444639,10,3,-7.9868604872,11,3,-4.7245690558,11,3,-3.5380094268,15,3,-3.7307616364,15,3,-3.9622686611,11,3,-4.5260515213,11,3,1,2.6,3.3333333333,5,Melissa made over the weekend a vanilla sponge cake with her name in green frosting.,Melissa made a vanilla sponge cake with her name in green frosting over the weekend.,0.1053774216,0.00067896,-0.1339658569,0.3589013605,0.1148072691,0.12338857090000001,0.8140806357,0.1581732432,0.2936136072,0.21908051320000002,0.2974243726,0.3474524442,hnps,"[1.0, 2.0, 2.0, 2.0, 6.0]"
45,45,Melissa,baked,a multilevel blue cake with her name with pink bows,"['multilevel', 'blue']","['with her name', 'with pink bows']",5,over the weekend,-5.7897529602,13,5,11,10,3,3,-5.3854024675,11,3,-5.3196792603,11,3,-5.2037956185,11,3,-5.0283228556,11,3,-4.9266892483,11,3,-5.9928547709,11,3,-8.4000520957,11,3,-5.8980951058,12,3,-4.3196814855,13,3,-4.5778985478,13,3,-4.794333405,11,3,-5.359569841,11,3,1,2.6,3.3333333333,5,Melissa baked over the weekend a multilevel blue cake with her name with pink bows.,Melissa baked a multilevel blue cake with her name with pink bows over the weekend.,0.1591432359,-0.1529314253,-0.1138677862,-0.18997502330000002,-0.104400936,0.268306682,-0.4692178777,-0.0681273059,0.2259795779,0.2874337151,0.0573453904,-0.1432122654,hnps,"[1.0, 2.0, 4.0, 1.0, 2.0]"
46,46,Melissa,taught,courses for her graduate program on astronomy under the famous professor,[],"['for her graduate program', 'on astronomy', 'under the famous professor']",4,during the day,-6.0112919527,22,4,11,11,3,3,-5.3493643368,11,3,-5.2471095814,11,3,-5.0344738119,11,3,-5.2737673591,11,3,-5.4781310293,11,3,-5.7286771668,11,3,-7.1101264424,11,3,-4.8946873012,12,4,-4.99937966,13,3,-5.0931830908,13,3,-5.1276448194,11,3,-5.3676878144,11,3,1,5.5,3.6666666667,4,Melissa taught during the day courses for her graduate program on astronomy under the famous professor.,Melissa taught courses for her graduate program on astronomy under the famous professor during the day.,0.23789417040000002,0.13697052,0.0333768901,0.3020041409,0.3765223291,0.2021954854,0.0321454737,-0.021849030000000002,0.19446470870000002,0.1779910389,0.19375744990000002,-0.0049080007,hnps,"[1.0, 2.0, 1.0, 3.0, 1.0]"
48,48,Melissa,baked,fresh vegan muffins with egg substitute,"['fresh', 'vegan']",['with egg substitute'],4,over the weekend,-6.1719529079,10,5,6,6,3,3,-5.6831736931,6,3,-4.9666185379,6,3,-4.5239068178,6,3,-4.5462198991000005,6,3,-4.8899989128,6,3,-5.5703549385,6,3,-9.6778828076,6,3,-5.5993900597,9,3,-3.8931462344,8,3,-4.1431953486,8,3,-4.4840505307,6,3,-4.8926560695,6,3,1,2.0,2.0,4,Melissa baked over the weekend fresh vegan muffins with egg substitute.,Melissa baked fresh vegan muffins with egg substitute over the weekend.,0.7234382629,0.3317629741,0.22050428390000001,0.15509179920000002,0.25905820300000004,0.7009401321000001,-0.3482717786,0.4023261964,0.331091432,0.38549782250000003,0.4962437704,0.307116215,hnps,"[2.0, 1.0, 1.0, 1.0, 2.0]"
49,49,Melissa,made,vegan muffins with white frosting with egg substitute,['vegan'],"['with white frosting', 'with egg substitute']",4,for the party,-5.7368996143,13,4,10,8,3,3,-5.3818678856,10,3,-4.9661688507,10,3,-4.7257781923,10,3,-4.8751397133,10,3,-5.5506267846,9,3,-5.8773917854,9,3,-9.4719988879,10,3,-5.1602869787,11,3,-4.3290612936,12,3,-4.4970718145,12,3,-4.8308125138,10,3,-5.5313897133,10,3,1,3.25,2.6666666667,4,Melissa made for the party vegan muffins with white frosting with egg substitute.,Melissa made vegan muffins with white frosting with egg substitute for the party.,0.3421480656,0.4609258324,0.515983671,0.2918711007,0.7749169171,0.7168745697000001,0.3520336712,0.4020602578,0.6226090908,0.6052467584,0.6836930513,0.8472640515000001,hnps,"[2.0, 3.0, 1.0, 1.0, 5.0]"
50,50,Melissa,saw,her estranged friend,['estranged'],[],2,at the park,-6.6238964929,5,3,4,3,3,3,-5.7275443607,4,3,-5.5323944092,4,3,-5.4739907053,4,3,-5.3666910595,4,3,-5.0787739754,4,3,-5.3940411481,4,3,-8.5367091179,4,3,-4.6526887417000005,5,3,-4.4196277857,6,3,-4.5231754382,6,3,-4.8196627617,5,3,-5.8584925652,5,3,1,1.6666666667,1.0,2,Melissa saw at the park her estranged friend.,Melissa saw her estranged friend at the park.,0.7360373603,0.8881907993,0.8065636423,1.0417518086,0.7869481607000001,1.1510394703,0.8380690575,0.38429435100000003,0.7569983403,0.8452399174,0.8111105919,1.2022036076,hnps,"[2.0, 2.0, 1.0, 1.0, 2.0]"
51,51,Melissa,completed,fascinating strenuous courses for her graduate program on astronomy from NASA,"['fascinating', 'strenuous']","['for her graduate program', 'on astronomy', 'from NASA']",6,at her university,-6.5718133714,23,7,14,11,3,3,-6.0310094621,14,3,-5.9487698873,14,3,-5.8687345452,14,3,-6.021094905,14,3,-5.9949062247,14,3,-6.3468906001,14,3,-7.5066457799,14,3,-4.9268606793,18,3,-5.3044360706,15,3,-5.4904441833,15,3,-5.3973763115,15,3,-6.0373843595,15,3,1,3.2857142857,3.6666666667,6,Melissa completed at her university fascinating strenuous courses for her graduate program on astronomy from NASA.,Melissa completed fascinating strenuous courses for her graduate program on astronomy from NASA at her university.,0.2161343892,0.245010482,0.3624971973,0.4154618051,0.4338840183,0.4210456045,0.3187331903,0.1956743111,0.2310392062,0.2104975382,0.0801567781,-0.0979320124,hnps,"[1.0, 1.0, 1.0, 2.0, 6.0]"
52,52,Melissa,presented,an expensive check of $50k from the hosts from the organization,['expensive'],"['of $50k', 'from the hosts', 'from the organization']",5,to the team,-5.2637379295,16,3,12,11,3,3,-5.0736678274,12,3,-4.9861206255,12,3,-4.8266537064,12,3,-4.8206026931,12,3,-5.2362030745,13,3,-5.6273742676,13,3,-6.947079587,12,3,-4.8905519531,15,3,-4.9758925665,14,3,-5.1400734356,14,3,-4.7488337065,12,3,-5.129469746,12,3,1,5.3333333333,3.6666666667,5,Melissa presented to the team an expensive check of $50k from the hosts from the organization.,Melissa presented an expensive check of $50k from the hosts from the organization to the team.,-0.1014699434,-0.1194618125,-0.10722988530000001,-0.0658924203,0.07629466060000001,0.3326457024,-0.7377361059,0.0197842235,0.1595231011,0.2134821301,0.11330356100000001,0.0419737665,hnps,"[2.0, 6.0, 5.0, 7.0, 6.0]"
54,54,Melissa,made,a multilevel vanilla cake with her name in green frosting,"['multilevel', 'vanilla']","['with her name', 'in green frosting']",5,for the party,-5.2506497032,16,4,12,10,3,3,-4.915672503,12,3,-4.7381113956,12,3,-4.1261483745,12,3,-4.1414812741,12,3,-4.4622950554,11,3,-4.577246942,11,3,-7.4592705011,12,3,-5.1987593889,13,3,-3.9196087881,15,3,-4.1358112855,15,3,-4.1241265933,11,3,-4.6078046163,11,3,1,4.0,3.3333333333,5,Melissa made for the party a multilevel vanilla cake with her name in green frosting.,Melissa made a multilevel vanilla cake with her name in green frosting for the party.,0.6588231137,0.5490615243,0.0374907695,0.11372696730000001,0.3089082367,0.2238719087,-0.41884796620000003,0.3123888731,0.37443627020000003,0.4730248234,0.2958712578,0.6214486758000001,hnps,"[1.0, 2.0, 3.0, 3.0, 1.0]"
55,55,Melissa,presented,a gold trophy with her name for her performance,['gold'],"['with her name', 'for her performance']",4,at the ceremony,-5.3483005524,12,6,8,9,3,3,-4.5371550242,8,3,-4.4598983765,8,3,-4.0607502302,8,3,-4.2444843928000004,8,3,-4.4804162383,8,3,-4.9029282331,8,3,-6.6037743986,8,3,-4.4734237615,9,3,-4.134906909,9,3,-4.2144386909,9,3,-4.2332185109,8,3,-4.7989986102,8,3,1,2.0,3.0,4,Melissa presented at the ceremony a gold trophy with her name for her performance.,Melissa presented a gold trophy with her name for her performance at the ceremony.,0.35461273190000003,0.5415625255000001,0.2633061727,0.5265457153,0.0984739065,0.2765020728,0.0643287897,0.3508872145,-0.0553378218,-0.09984064100000001,0.2338287353,0.2407182376,hnps,"[5.0, 5.0, 6.0, 5.0]"
56,56,Melissa,took,courses on astronomy from NASA,[],"['on astronomy', 'from NASA']",3,during the day,-6.5015218908,10,4,5,5,3,3,-5.779928901,5,3,-5.7136272084,5,3,-5.2341226231,5,3,-5.3987953446,5,3,-5.7464185556,5,3,-6.071248134,5,3,-7.2547624111,5,3,-4.6703930582,7,4,-5.3686394325,7,3,-5.6614857454,7,3,-5.6462619088,5,3,-6.1438426538,5,3,1,2.5,1.6666666667,3,Melissa took during the day courses on astronomy from NASA.,Melissa took courses on astronomy from NASA during the day.,0.4389079701,0.6183905168,0.34572016110000003,0.538547039,0.5984771252000001,0.7273639043,-0.012040933,0.46775756560000004,0.7386454069,0.8291608737,0.9387553389000001,0.7979205738,hnps,"[1.0, 2.0, 2.0, 1.0]"
57,57,Melissa,saw,the tall rugged mysterious man with the axe from the forest,"['tall', 'rugged', 'mysterious']","['with the axe', 'from the forest']",6,at the park,-5.8504030564,16,3,10,11,3,3,-5.2994431888,10,3,-5.0782688365,10,3,-4.9208682846,10,3,-4.7955277667,10,3,-5.05213711,11,3,-5.2670632998,11,3,-7.5011300511,10,3,-4.6908174063,12,3,-4.3877447844,13,3,-4.4539273739,13,3,-4.5645000233,11,3,-5.3077984417,11,3,1,5.3333333333,3.6666666667,6,Melissa saw at the park the tall rugged mysterious man with the axe from the forest.,Melissa saw the tall rugged mysterious man with the axe from the forest at the park.,-0.081595477,0.1684179867,0.1641731263,0.3040508102,0.2813616859,-0.0320193503,0.21353801090000002,-0.0962992216,0.18623428350000001,0.1912832976,0.23715453990000002,0.5158864189,hnps,"[1.0, 2.0, 3.0]"
58,58,Melissa,took,courses for her graduate program on astronomy under the famous professor,[],"['for her graduate program', 'on astronomy', 'under the famous professor']",4,at the college,-6.0860880683,22,4,11,11,3,3,-5.650739782,11,3,-5.2182822508,11,3,-5.0864692295,11,3,-5.3000465,11,3,-5.0936070283,11,3,-5.227034039,11,3,-7.1238925192,11,3,-4.9091376756,12,3,-4.8029555772,13,3,-4.9340950062,13,3,-5.0214320912,11,3,-5.1433144738,11,3,1,5.5,3.6666666667,4,Melissa took at the college courses for her graduate program on astronomy under the famous professor.,Melissa took courses for her graduate program on astronomy under the famous professor at the college.,0.7426172144000001,0.37303217720000004,0.3375178786,0.4839528588,0.3053287135,0.16969527140000001,0.045149829600000004,0.2386725074,0.1902995862,0.2234164539,0.6411133373,0.7171484162,hnps,"[1.0, 2.0, 2.0, 1.0, 2.0]"
59,59,Melissa,baked,a blue vanilla cake in green frosting,"['blue', 'vanilla']",['in green frosting'],4,for the party,-6.1765688487,10,4,7,7,3,3,-5.3503779003,7,3,-4.7869532449,7,3,-4.6783963612,7,3,-4.6341604505,7,3,-4.9869576863,6,3,-5.5939809254,6,3,-7.98105793,7,3,-4.8437963168,8,3,-3.963505427,10,3,-4.1867939366,10,3,-4.4429099219,7,3,-4.9881688867000005,7,3,1,2.5,2.3333333333,4,Melissa baked for the party a blue vanilla cake in green frosting.,Melissa baked a blue vanilla cake in green frosting for the party.,0.6179787772,0.2182129451,0.3781644276,0.42924492700000005,0.1336577961,0.2803636959,-0.0831456502,0.5985313734000001,0.5117835468,0.6298268901,0.5573985917000001,0.9777366093000001,hnps,"[2.0, 6.0, 1.0, 1.0]"
60,60,Melissa,saw,the tall man with the axe from the forest,['tall'],"['with the axe', 'from the forest']",4,after the party,-5.5010616302,10,5,8,9,3,3,-4.8709219615,8,3,-4.6915359497,8,3,-4.3412000656,8,3,-4.213838323,8,3,-4.8495583534,9,3,-4.9664693475,9,3,-7.2038922906,8,3,-4.4428150952,9,3,-4.3751078493,10,3,-4.3148936945,10,3,-4.3164235433,9,3,-4.6611284574,9,3,1,2.0,3.0,4,Melissa saw after the party the tall man with the axe from the forest.,Melissa saw the tall man with the axe from the forest after the party.,0.2074111939,0.3878186544,0.19339208600000002,0.2410763423,0.30272132160000004,0.2378776074,0.3783940375,0.1892878413,0.3435997121,0.2701021643,0.3847923279,0.3900382678,hnps,"[2.0, 6.0, 2.0, 1.0, 2.0]"
61,61,Melissa,brought,cold alcoholic drinks in her bag,"['cold', 'alcoholic']",['in her bag'],4,to the meeting,-6.0224833488,9,4,6,6,3,3,-5.1326877276,6,3,-5.0119409561,6,3,-4.7369291385,6,3,-5.0382846991,6,3,-5.1231989494,6,3,-5.3301258821,6,3,-7.2380169355,6,3,-4.8742496967,8,3,-4.6116847311,8,3,-4.7004677909,8,3,-4.5302666028,6,3,-4.735257268,6,3,1,2.25,2.0,4,Melissa brought to the meeting cold alcoholic drinks in her bag.,Melissa brought cold alcoholic drinks in her bag to the meeting.,0.0179885228,0.22770436600000002,0.3596655528,0.5188542207,0.4193629485,0.2649173737,-0.0230364066,0.4450182233,0.46032122210000004,0.4450223106,0.17381127670000002,0.133960565,hnps,"[1.0, 4.0, 1.0]"
62,62,Melissa,prepared,a blue vanilla cake with her name,"['blue', 'vanilla']",['with her name'],4,over the weekend,-6.0204111246,9,5,6,7,3,3,-5.9270672431,6,3,-5.3066262465,6,3,-5.2601854251,6,3,-5.272573141,6,3,-5.1911692279,6,3,-5.9254532542,6,3,-8.1958169937,6,3,-5.3155704907,7,3,-4.9199156443,8,3,-5.2330111186,8,3,-5.0163125258,6,3,-5.9554225115,6,3,1,1.8,2.3333333333,4,Melissa prepared over the weekend a blue vanilla cake with her name.,Melissa prepared a blue vanilla cake with her name over the weekend.,0.4614293025,-0.08677541300000001,0.49335046920000003,0.2359085817,-0.0051408836,0.3821539198,-0.09298089570000001,0.32442675320000003,0.4083645502,0.5099812826,-0.022561586800000002,-0.0149646172,hnps,"[2.0, 2.0, 4.0, 1.0]"
63,63,Melissa,prepared,a blue vanilla cake with her name with pink bows,"['blue', 'vanilla']","['with her name', 'with pink bows']",5,over the weekend,-6.1286182404,12,5,9,10,3,3,-5.8450057507,9,3,-5.5085420609,9,3,-5.175673604,9,3,-5.2601370811,9,3,-5.1757888513,9,3,-5.9584448197,9,3,-8.3880030127,9,3,-5.4155068117,10,3,-4.8182213181,12,3,-5.0742790323,12,3,-4.7071050195,10,3,-5.332082496,10,3,1,2.4,3.3333333333,5,Melissa prepared over the weekend a blue vanilla cake with her name with pink bows.,Melissa prepared a blue vanilla cake with her name with pink bows over the weekend.,0.20287156110000001,-0.2429301738,0.0383777022,-0.1622137428,-0.035739478000000005,0.1942516775,-0.06851976060000001,-0.0025290321,0.2026510239,0.2400632407,0.036855304900000004,-0.19067938180000002,hnps,"[4.0, 3.0, 4.0, 2.0, 1.0]"
64,64,Melissa,brought,sweet alcoholic drinks from the bodega,"['sweet', 'alcoholic']",['from the bodega'],4,when she arrived,-5.7876381193,11,4,8,6,3,3,-5.2533859525,8,3,-5.0837272917,8,3,-4.8354386943,8,3,-4.4845638275,8,3,-5.6128284591,7,3,-6.0110973971,7,3,-6.8619835536,8,3,-5.5321847796,10,3,-4.6396762729,10,3,-4.5470574498,10,3,-4.6560638973,8,3,-5.050223044,8,3,1,2.75,2.0,4,Melissa brought when she arrived sweet alcoholic drinks from the bodega.,Melissa brought sweet alcoholic drinks from the bodega when she arrived.,0.6288476671000001,0.4646041053,0.6418675695,0.4237031596,0.9465559551,0.6475775242,0.0462958336,0.7423361837,0.5977919102,0.47088506820000003,0.59003285,0.6430149079,hnps,"[1.0, 1.0, 1.0, 1.0]"
65,65,Melissa,made,vegan blueberry muffins with egg substitute,"['vegan', 'blueberry']",['with egg substitute'],4,for the party,-5.6747901099,12,4,8,6,3,3,-5.1845824378,8,3,-4.8413091557,8,3,-4.2426561628,8,3,-4.4363494601,8,3,-4.7451746941,8,3,-4.87652963,8,3,-9.4529323578,8,3,-5.2658212045,9,3,-4.0843886768,9,3,-4.2951045597,9,3,-4.3978937694,8,3,-5.0740748133,8,3,1,3.0,2.0,4,Melissa made for the party vegan blueberry muffins with egg substitute.,Melissa made vegan blueberry muffins with egg substitute for the party.,0.4191025325,0.6092571701,0.5821609497,0.5432914326,0.8356378874,0.8352731069,0.5308502515,0.41805480510000004,0.7190427219000001,0.7651230026,0.8843870163,1.0546835491,hnps,"[1.0, 2.0, 6.0, 2.0, 1.0]"
66,66,Melissa,met,the tall mysterious man with the axe from the forest,"['tall', 'mysterious']","['with the axe', 'from the forest']",5,after the party,-5.9323227406,14,5,9,10,3,3,-5.3304212093,9,3,-5.2775228024,9,3,-4.696544975,9,3,-4.6107690036,9,3,-4.9916761062,10,3,-5.11671358,10,3,-7.4309396744,9,3,-4.9857485154,10,3,-4.6177226173,11,3,-4.6896162298,11,3,-4.7675742507,10,3,-5.1050637066,10,3,1,2.8,3.3333333333,5,Melissa met after the party the tall mysterious man with the axe from the forest.,Melissa met the tall mysterious man with the axe from the forest after the party.,0.15227127070000002,0.6443402768000001,0.22095751760000001,0.26922887560000003,0.3444930806,0.26786338590000003,0.2822560703,0.29766764360000003,0.3863577313,0.3015429179,0.6197629869,0.5696578025,hnps,"[2.0, 1.0, 2.0, 1.0, 2.0]"
67,67,Melissa,took,fascinating courses on astronomy under the famous professor,['fascinating'],"['on astronomy', 'under the famous professor']",4,at her university,-7.0452116558,19,7,10,8,3,3,-6.2534052985,10,3,-5.8374418531,10,3,-5.6737419537000005,10,3,-5.89402318,10,3,-5.6246765137,10,3,-5.8268513997,10,3,-8.2847450574,10,3,-5.6418525279,12,3,-5.2169321179,10,3,-5.3056454659,10,3,-5.4366794995,10,3,-5.7145881993,10,3,1,2.7142857143,2.6666666667,4,Melissa took at her university fascinating courses on astronomy under the famous professor.,Melissa took fascinating courses on astronomy under the famous professor at her university.,0.4696074894,0.5603347506,0.7213497502,0.5152042934000001,0.6997333527,0.8087151209000001,0.09153862,0.5588252843,0.5734099745,0.6215788723,0.9459018026,1.1077813421,hnps,"[2.0, 3.0, 1.0, 1.0, 1.0]"
68,68,Melissa,presented,a shiny winning trophy with her name,"['shiny', 'winning']",['with her name'],4,for the competition,-5.9558755434,10,6,7,7,3,3,-5.3761257759,7,3,-5.6239518386,7,3,-5.1453148768,7,3,-4.9351315498,7,3,-5.8784799916,7,3,-6.2356079647,7,3,-7.6370128223,7,3,-5.0758646011,7,3,-5.1886606216,7,3,-5.272343413,7,3,-5.3550930023,7,3,-5.8003758284,7,3,1,1.6666666667,2.3333333333,4,Melissa presented for the competition a shiny winning trophy with her name.,Melissa presented a shiny winning trophy with her name for the competition.,0.30915128270000003,0.8644385705000001,0.5370243879000001,0.5204694454000001,0.6283616679,0.8639394897,0.5201233455000001,0.3332294464,0.5252133687,0.4316393216,0.7980604905,0.9696094807000001,hnps,"[1.0, 1.0, 2.0, 4.0, 2.0]"
